__ice9	@ChristosArgyrop @JeffSBennion I am truly scared at this point that AZ cannot stop the epidemic. _newline  _newline 60-70% is like rolled steel against tungsten at Mach 5. _newline  _newline If we can't roll out mRNA at these R values... we're just fucked.  Deployment is floundering. _newline  _newline All eyes on Novavax.  That immunogenicity had better hold. https://t.co/47B2c5jly5
KenMcCarthy	"How do you like that? The ""front line"" workers who know the scam up close don't want t have anything to do with this bullshit vaccine. _newline https://t.co/7Wx0X7pRxJ"
Sanityland	Look how many tested. Look how many new cases found. _newline  _newline Bonnie Test Less And More Spread More Dead Henry's approach, decisions and low testing are the problem. Not BC restaurants. _newline  _newline @NEWS1130  _newline @LizaYuzda _newline @keithbaldrey  _newline  _newline #bcpoli #vanpoli #bced https://t.co/hQN7Cvyk7Y
Sanityland	@skaye @rudolph_2020 @NSWHealth @MikeCarlton01 They are contained if they stay at home away from others. If the live with others then it could be a problem. Risk of spread &amp; risk of other household members spreading the virus.
sassybibrarian	@GeorgeTakei The number of dead from covid
james_roe	@IrishInSlope Imagine if you will that that's not a priority for anyone who doesn't live in NY State.  _newline  _newline While healthcare is a national priority for everyone during a global pandemic.  _newline  _newline And you still haven't proposed any alternate plans or timelines.
james_roe	Sixty thousand people a year die from gun violence, of those roughly 40,000 are by suciide. The gun violence epidemic is a mental health epidemic first and foremost. https://t.co/7YJQPujEYs
james_roe	@ExcelsiorAR @BookCd @kthalps Sixty thousand people a year die from gun violence, of those roughly 40,000 are by suciide. The gun violence epidemic is a mental health epidemic first and foremost.
james_roe	This isn't a personal responsibility problem, it's a failure of government problem. _newline  _newline And NY is a blue state, not a red one. https://t.co/AmXqAsv3QU
james_roe	@ScummySamOUT @kylegriffin1 Instead we got this. _newline  _newline https://t.co/zDxn4iP0RS
james_roe	@DeusExCinema @realDonaldTrump I don't disagree, but yesterday 41 Democrats voted to move on from financial relief that would let people stay home to ensure defense contractor's get their graft money.  _newline  _newline More of them actually voted for this than the GOP. _newline  _newline https://t.co/FHhW65cjKm
james_roe	@DeusExCinema @realDonaldTrump Biden opposes new lockdowns. _newline  _newline https://t.co/Ix7AuLp1Hr
__ice9	@ChristosArgyrop @JeffSBennion @R_H_Ebright USD is getting overextended.  U.S. fiscal deficits have been blithely squandered, most recently on market-pumping corporate tax cuts, later handouts to business instead of massive production of mandatory N95s. _newline  _newline https://t.co/SVVk0sm6Hi _newline  _newline Our institutions are criminally incompetent.
james_roe	@DeusExCinema @realDonaldTrump Despite approaching 4k daily deaths before he's even sworn in he's pledging to aggressively reopen schools. _newline  _newline https://t.co/Kh2d6rjwvx
SabinaWalker18	25/x Why is this potential risk to ALL girls and ALL women of child_bearing age (including ALL those women who may decide to pursue IVF in later years including healthy women &gt;50) not widely known? _newline  _newline #mRNAVaccineSAFETYfirst _newline  _newline https://t.co/l4OHz62M0i
james_roe	@DeusExCinema @realDonaldTrump And that's on top of the news this week that the vaccine roll out isn't going great! _newline  _newline https://t.co/fcNlmlC11X
james_roe	@CanceledTee @ScummySamOUT @kylegriffin1 Hilariously Sweden after a year where they had one of the highest death rates per capita, is now moving to embrace policies the rest of the continent embraced months ago. _newline  _newline https://t.co/BU3QBTSjzK
sassybibrarian	@TheRealHoarse 27 more minutes here in Arizona! I don’t know what I’m expecting when the clock turns over....covid vaccines falling in my lap. Oh well I can dream.
bonaparten76	@MartinDaubney What about lockdowns and lots smes closed? We have freedom when the lockdown bs ends and corrupt SAGE idiots are gone.
BamaCrazy1	@DailyCaller Except there are not COVID deaths every minute. There are deaths reclassified as COVID deaths every minute. The states have admitted to it but it seems so absurd we cannot believe what we are hearing.
__ice9	Periodic reminder to follow @farid__jalali for fundamental insights into the COVID-19 disease process. _newline  _newline He was right about clotting, endothelial dysfunction, heparin, platelets, and plasma serotonin.  Weeks to months in advance.  I was there discussing.  Truly a luminary. https://t.co/qxv3VYNfm1
james_roe	I thought we would be looking at 3k deaths or so a day by the time Biden was inaugurated, sure seems like it's going to be 6k now though. https://t.co/zx9mzUMNjZ
BamaCrazy1	@Zigmanfreud HIPAA is ignored only when it’s COVID
__ice9	@RadCentrism @VincentDuhamel @NPR @R_H_Ebright @Ayjchan Can confirm this adds to the evidence that SARS-CoV-2 emerged from the EcoHealth Alliance grant work at WIV focusing on optimizimg recombinant SARS-like bat CoVs against human ACE2. _newline  _newline Other groups also find this oddly good fit.  You can read more here: _newline  _newline https://t.co/GxnOr1mtLs
Sanityland	@AngelicaKamen There's no lockdown where I live. Many who work are living paycheck to paycheck. Others don't work &amp; spend their life smoking, drinking &amp; many doing drugs. They've lost their minds and/or their will to live meaningful lives.
bonaparten76	@TiceRichard @MattHancock Scamdemic. In lockdown 1 only 39 of the 4000 beds were used anyway. This is about big tech big pharma. Bill gates software runs NHS the modelling crap thats wrong. Gates wants govts to pay £379 for each citizen to be vaccinated. Good for his investments. Lockdowns destroy smes
SabinaWalker18	@BallouxFrancois 3/3 If there is a risk that PCR cannot differentiate between these 2, _newline then these vaccine-induced false_positive people would unnecessarily be sent into isolation (together with their contact-traced)? _newline  _newline Was this tested during mRNA vaccine development? _newline  _newline https://t.co/r2aDCUMGrc
Sanityland	Out of touch with reality. _newline  _newline #bcpoli #bced https://t.co/D6TVa5Dd6b
__ice9	@UNCMike4 @Sandy95455811 @julietast2 @collabchem Even a WHO initiative agrees ivermectin is effective in meta-analysis at this point. _newline  _newline https://t.co/08scaOGuYe _newline  _newline I was very skeptical at first given the results in vitro, flawed as they were, but RCT evidence eventually convinced me. _newline  _newline It isn't perfectly effective, but it does help.
__ice9	@monarchdiaries @Statins_Kill @RephreshedMind @Heybike1 @Mareeswj @drakchaurasia @drkrvcvijay @drprashant86jmd @humeirabadsha @DrJoyeeta @rsaroja70 @JPottel @Dereklowe @__philipn__ @abledoc @julienpotet I'm not sure that's enough to crush replication, but the anti-androgenic studies show it definitely helps (a lot). _newline  _newline Here are the proportional expression levels for 2/13/11 in the respiratory tract: _newline  _newline https://t.co/KNxtQok7Eb _newline  _newline Yes it would be very nice to have the actual structure.
sassybibrarian	@bresman24 @RepSwalwell People aren’t following the rules. Especially Southern California. That’s why it’s spreading. Because of anti-mask covid deniers
james_roe	In case you are keeping track that means the variant has been found on both coasts and in the middle of the country. https://t.co/LAT88qSNIQ
kevinpurcell	I needed that. _newline  _newline We British are an odd lot. _newline  _newline Plus the bird in the video (the live one not the stuffed one) is a Carrion Crow. _newline  _newline We don;t have many colonial corvids (like the rook)  in the US (the Scrub Jays come close). https://t.co/baHGlVSFg5
RhysParton	She’s slowly losing the respect I had for her. _newline  _newline #auspol #auspol2021 https://t.co/aulFumEUPU
kevinpurcell	“The pharmacist was dismissed earlier this week by the health-care system, Aurora Health Care. And authorities said he admitted in writing that he had removed 57 vaccine vials “knowing that if not properly stored the vaccine would be ineffective.”” https://t.co/5Cqfs1MPWl
ThatRyanChap	@axelheitmueller London did start seeing a rise before end of lockdown though. Mind you I’m unconvinced this can’t be controlled
__ice9	@wizofhaz @_ice9 Totally different.  HCQ never worked in monotherapy.  Ivermectin consistently does.  Very different mechanism also. _newline  _newline https://t.co/08scaOGuYe
bonaparten76	@GREEEN_UP Deep state getting reading to install biddy biden. Covid is bs easily sorted with zinc and HDQ. Umm UK and USA are facing mega probs due to Trump and Brexit great swindels. Still in UK ppl at top from arliament to palaces are worried
Sanityland	@rwe123 @UrethraFranken @clluelo @keithbaldrey This man did and got to Covid zero spread. https://t.co/XhDpYNq2ZR
kevinpurcell	I rather like the idea that Indians would quote their case counts in lakh (units of 100,000). _newline  _newline That’s 820,000 kilo cases (in SI units). https://t.co/vaVX2wwFNJ
Sanityland	@youngcjpl @jodyvance @keithbaldrey @DrBonnieHenry And one more thing Jody Vance (fill in radio person) in BC from #COVID19 hundreds of LTC residents are dead. Bonnie refused to have staff frequently proactively tested at these homes. That is negligence.  Medical negligence. In New Zealand 3 deaths in LTC &amp; virus spread gone.
__ice9	@divine_herbs @ChristosArgyrop @JeffSBennion @R_H_Ebright &gt;all human rights _newline  _newline What are you even talking about? _newline  _newline I am speaking about e.g. employer mandated vaccination, which the EEOC already ruled is legal for the current COVID-19 vaccines. _newline  _newline All EUAed candidates protect from both mild and severe COVID-19. _newline  _newline Employment involves consent.
bonaparten76	@hppyjesusfreak @cehjsy @SidneyPowell1 @GenFlynn @realDonaldTrump @LLinWood Big tech companies and investment houses like buffets are anti Trump hence deep state rigged the election. Hence covid scamdemic was unleashed hyped up.
__ice9	@divine_herbs @ChristosArgyrop @JeffSBennion @R_H_Ebright For public health reasons, ultimately, existing law clearly stipulates that the government is permitted to require vaccination against a disease. _newline  _newline https://t.co/K9VMnkZDzv _newline  _newline That extends to all residents of any given state, should that state decide. _newline  _newline It has been law for 115 years.
bonaparten76	@DavidGHFrost @BorisJohnson We dont have a great future ahead atall. Far from it fools. Open up economy put covid and lockdowns in bin. Even businessmen- families from Pakistan dont want to invest in uk now etc are lockdowns push many SMEs to ruin.
GCarty80	@Vdweller @abcpoppins @ErdmuteD @acgrayling I suspect Covid will discredit Schengen, even among its existing membership. All the countries (in Asia and Australasia) that did well against Covid had strict border quarantines: something that nowhere in Europe (except Iceland and the Isle of Man) was really able to do.
__ice9	Distinguishing factors in quality of COVID-19 policy response: https://t.co/U5IyC8ODMg
mummygirl	@ZubyMusic @randyhillier Why did China have a missing 2nd wave? 👈 Why did they provide a virus?👈
mummygirl	@Holbornlolz She was also just prior to a virus in Wuhan.
chriskeebs	This 👇 https://t.co/sizB1xOblp
mummygirl	Covid rule-breakers 'have blood on their hands' https://t.co/vldHi7YT30 _newline  _newline One not to be trusted ever!
SabinaWalker18	Quoting/translated, _newline  _newline “I did not turn 53 years old, so that with the best training I would not question the measures ...  _newline #COVID19 _newline  _newline That would be disrespectful to my parents and teachers ... _newline  _newline Criticism is #living_democracy. _newline  _newline Have a healthy and successful 2021, everyone.” https://t.co/JDBRSUkBpH
davidjthunder	@WendyAnnAger @c_breul @thomdvorak @jburnmurdoch PCR tests should be used for critical situations like care homes, hospitals - with or without serious symptoms - &amp; in wider community when there is a real Covid-like illness in progress. In many places, including Spain, individuals are tested and/or quarantined without symptoms.
davidjthunder	@WoodsfordSquare @AhhereLIO If we knew for a fact that in a week, the vaccine would end the Covid surge for the foreseeable future, perhaps we should stick it out &amp; accept the costs of lockdown another week. But sadly, that is not &amp; has never been the situation.
davidjthunder	“the Government must change its approach &amp; work towards near-elimination of the virus.” _newline  _newline - Lockdowns are an unsustainable method of disease control, no disagreement there! _newline  _newline But it is extremely naive of  @RoisinShortall to think “near elimination” of the virus is a realistic goal https://t.co/HyhTtWlUJ1
bonaparten76	@TomStanierSound @ByDonkeys Brexit is fvkall. The covid lies deceit bs data misrepresentation and stupid lockdowns are more worry. Tories destroyed manufacturing- mining- 70s for their city masters now they fvkd service sector to appease tgeir tech billionsire sponsors. Fck tories
bear44willis	If we had any real journalists left in this country they would be out exposing the fact that most hospitals are almost empty #coronavirus
bear44willis	Asymptomatic spread does not exist and there is not one shred of evidence that wearing masks makes any difference whatsoever, so take them off!! #coronavirus
chriskeebs	As over two thirds of medical professionals have committed to disclosing payments received from drug companies, please would @doctor_oxford do the same? https://t.co/mPAkQB3gzW
chriskeebs	@SkyNews Did the victim have a positive COVID test in the last 28 days?
maturefinancier	They have no intention of rescinding covid legislation without demos and violence on the streets. Its the only way you will get your freedoms back unless your like me and ignore the twats completely https://t.co/P5lvLlfLfp
bear44willis	I know NHS staff who are on full pay but are only working 1 day a week because their hospitals are effectively closed #coronavirus
M4ttmc87	@erinstephanie84 @CMOIreland Basically they aren’t bothering to do things they told us we had to, to contain the virus. Here an example of them not bothering to follow through with ridiculous rules for us to follow. No surprise what T is on about. It’s a smoke screen https://t.co/c1hlf4KSgR
bear44willis	The rubbish spouted re #coronavirus deaths is criminal. Almost 1,000 deaths yesterday from heart attack, stroke, dementia, flu &amp; pneumonia with actual Covid deaths almost certainly about 1% of the figure. Your government are telling the biggest lie ever told to an electorate
GCarty80	@xafredleb @JSMilbank Doesn't the CCP's current legitimacy in China rest far more on mercantilist success (and perhaps now on its success against Covid!) than on Confucian values?
bear44willis	@BBCNews #ScumMedia conflating travel bans to places like Amsterdam with #Brexit rather than the restrictions applied due to #coronavirus They really are the lowest aren’t they? #DefundTheBBC
bonaparten76	@digidsmith I wish the union would dissolve it is totally unfit for purpose now. England could become 51st state of USA tax free like guam- puerto rico type arrangement. No one in Englsnd can govern effectively the covid lockdown stupidity illustrates that.
bear44willis	Cancel Covid https://t.co/mZN6bAOUxE
davidjthunder	“Current restrictions may ‘not be sufficient’ to curb spread of Covid-19, warns Nphet.” _newline  _newline - The spread of Covid-19 has proved resistant to human intervention. One lesson from 2020 should surely be that it is time to live with &amp; MITIGATE the EFFECTS of the virus, not suppress it. https://t.co/dTsSOJbu7V
pjakma	The current covid19 crisis in ICUs in hospitals is one that has been years in the making. Years of deliberate cost-cutting, decreasing capacity - even as populations increase and got older. _newline  _newline It's the same story in Ireland, just the data is harder to get at. But see NOCA reports. https://t.co/WuSl8t7gcC
bonaparten76	Bill and melinda gates foundation pays bbc as does EU. Why should i pay my tv licence then? The bbc is far from impartial as brexit and covid19 bs illustrate.
bear44willis	What sticks in the throat is that fact that our government are behaving like the CCP https://t.co/rPOJ0LotvX
bear44willis	Stop the Covid fraud https://t.co/aILEzkKM8W
bonaparten76	@TiceRichard @MattHancock illustrates as stats prove that the virus is nowhere near as bad as made out. At 1st peak excel london only 39 of 4000 beds used. Public health england downgraded covid 19 as highly infectious disease months back. The economy in tatters for tech billionaires hancocks bribers.
bear44willis	Quite amusing that the #NHS is asking staff not to use the PCR test as too many staff are off ill #coronavirus
RhysParton	I'm seeing a lot of reports (or Twitter complaints) about the border check points between Vic &amp; NSW. As someone who lives in a border community I've been across a few times &amp; it's no different coming into Vic as it was going into NSW. #COVID19 #COVID19nsw #COVID19Vic #COVID19aus
pjakma	@timoconnorbl @Antcon7062 @NoonanJoe (The reduction in cases over the summer was very likely due to seasonality - more than the 1st lockdown measures).
localnotail	@RichardMorgan10 @TheAlanSmith @allisonpearson Wow. You've got your Boris Brexit Blinkers rammed on real tight haven't you? _newline  _newline https://t.co/biRg6LEH8G
localnotail	@bethcapper24 @allisonpearson How do you know what caused those suicides? _newline If there have been rises in suicides, how do you know they aren't people who can't face being alone after their loved-one has died from Covid?  _newline Worse still, people unable to live with the guilt that their carelessness has killed others?
RhysParton	@RebeccaHurst19 @PatsKarvelas It’s not a lockdown. _newline  _newline It’s shutting the border to the state that is currently most COVID infected in the country. _newline  _newline Quite simple, really.
localnotail	@bethcapper24 @allisonpearson Protecting the profit is what encouraged people out to spread the virus again through #EatOutToHelpOut, after we'd got it under control _newline  _newline Protecting the profit is what stops them from closing the schools to stop Covid circulating even though we know it helps. _newline Sacrifice the workers
localnotail	Why are people listening to unqualified anti-lockdown Covidiots instead of NHS Doctors speaking simple truths from their experience about how bad Covid-19 is out there? So doomed by anti-intellectualism _newline  _newline https://t.co/XelkIwAlBq
RhysParton	@JoshFergeus @ABaysideGreen Ignoring what either government is or isn't doing, I just don't get why people don't understand how lucky we are to be dealing with fewer than 200 active cases in the entire country, compared to SO MANY other countries in the world. _newline  _newline I'd wear a mask just to keep it that low.
pjakma	@freddiesayers Life in China is essentially normal, nearly everywhere. It is a fact China successfully controlled covid19 and preserved normal life much better than elsewhere. _newline  _newline Mandatory quarantines, mandatory testing. That works. _newline  _newline As you know, the half-arsed measures elsewhere do not.
pjakma	@NoonanJoe @Antcon7062 A small number of countries have managed to successfully control and reduce covid19. We should learn from them. _newline  _newline None of them did so relying merely on people minimising socialising for 10+ months. Indeed, life in those countries went back largely to normal within 2-3 months.
RobAdam74497148	Enjoy your vax, UK: https://t.co/rYJRDQMBhD https://t.co/XqZc9DDdBp
RobAdam74497148	@joe_warmington This is all such a hoax. They are laughing at us. And guess what? All without a deadly vax. https://t.co/rYJRDQMBhD
mummygirl	@piersmorgan @ProfKarolSikora Pretty impressive getting the Guardian onboard. And a conspiracy theory by so many military types covers perfectly over a Boris lockdown smashing of jobs way back in March. Whilst some have gone early to Africa. Also gagged. Paid too much were as I’m paid sod all. So honest!!
